,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4007,Heart attack, vomiting, breathlessness, sweating, chest_pain
4008,Varicose veins, fatigue, cramps, bruising, obesity
4009,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4010,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4011,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4012,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4013,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4014,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4015,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4016,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4017,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4018,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4019,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4020,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4021,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4022,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4023,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4024,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4025,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4026,Diabetes , fatigue, weight_loss, restlessness, lethargy
4027,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4028,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4029,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4030,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4031,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4032,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4033,Jaundice,itching, vomiting, fatigue, weight_loss
4034,Malaria, chills, vomiting, high_fever, sweating
4035,Chicken pox,itching, skin_rash, fatigue, lethargy
4036,Dengue, skin_rash, chills, joint_pain, vomiting
4037,Typhoid, chills, vomiting, fatigue, high_fever
4038,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4039,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4040,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4041,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4042,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4043,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4044,Tuberculosis, chills, vomiting, fatigue, weight_loss
4045,Common Cold, continuous_sneezing, chills, fatigue, cough
4046,Pneumonia, chills, fatigue, cough, high_fever
4047,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4048,Heart attack, vomiting, breathlessness, sweating, chest_pain
4049,Varicose veins, fatigue, cramps, bruising, obesity
4050,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4051,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4052,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4053,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4054,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4055,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4056,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4057,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4058,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4059,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4060,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4061,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4062,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4063,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4064,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4065,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4066,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4067,Diabetes , fatigue, weight_loss, restlessness, lethargy
4068,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4069,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4070,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4071,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4072,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4073,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4074,Jaundice,itching, vomiting, fatigue, weight_loss
4075,Malaria, chills, vomiting, high_fever, sweating
4076,Chicken pox,itching, skin_rash, fatigue, lethargy
4077,Dengue, skin_rash, chills, joint_pain, vomiting
4078,Typhoid, chills, vomiting, fatigue, high_fever
4079,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4080,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4081,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4082,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4083,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4084,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4085,Tuberculosis, chills, vomiting, fatigue, weight_loss
4086,Common Cold, continuous_sneezing, chills, fatigue, cough
4087,Pneumonia, chills, fatigue, cough, high_fever
4088,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4089,Heart attack, vomiting, breathlessness, sweating, chest_pain
4090,Varicose veins, fatigue, cramps, bruising, obesity
4091,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4092,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4093,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4094,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4095,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4096,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4097,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4098,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4099,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4100,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4101,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4102,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4103,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4104,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4105,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4106,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4107,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4108,Diabetes , fatigue, weight_loss, restlessness, lethargy
4109,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4110,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4111,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4112,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4113,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4114,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4115,Jaundice,itching, vomiting, fatigue, weight_loss
4116,Malaria, chills, vomiting, high_fever, sweating
4117,Chicken pox,itching, skin_rash, fatigue, lethargy
4118,Dengue, skin_rash, chills, joint_pain, vomiting
4119,Typhoid, chills, vomiting, fatigue, high_fever
4120,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4121,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4122,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4123,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4124,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4125,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4126,Tuberculosis, chills, vomiting, fatigue, weight_loss
4127,Common Cold, continuous_sneezing, chills, fatigue, cough
4128,Pneumonia, chills, fatigue, cough, high_fever
4129,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4130,Heart attack, vomiting, breathlessness, sweating, chest_pain
4131,Varicose veins, fatigue, cramps, bruising, obesity
4132,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4133,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4134,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4135,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4136,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4137,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4138,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4139,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4140,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4141,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4142,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4143,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4144,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4145,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4146,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4147,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4148,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4149,Diabetes , fatigue, weight_loss, restlessness, lethargy
4150,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4151,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4152,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4153,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4154,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4155,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4156,Jaundice,itching, vomiting, fatigue, weight_loss
4157,Malaria, chills, vomiting, high_fever, sweating
4158,Chicken pox,itching, skin_rash, fatigue, lethargy
4159,Dengue, skin_rash, chills, joint_pain, vomiting
4160,Typhoid, chills, vomiting, fatigue, high_fever
4161,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4162,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4163,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4164,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4165,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4166,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4167,Tuberculosis, chills, vomiting, fatigue, weight_loss
4168,Common Cold, continuous_sneezing, chills, fatigue, cough
4169,Pneumonia, chills, fatigue, cough, high_fever
4170,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4171,Heart attack, vomiting, breathlessness, sweating, chest_pain
4172,Varicose veins, fatigue, cramps, bruising, obesity
4173,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4174,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4175,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4176,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4177,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4178,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4179,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4180,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4181,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4182,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4183,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4184,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4185,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4186,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4187,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4188,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4189,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4190,Diabetes , fatigue, weight_loss, restlessness, lethargy
4191,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4192,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4193,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4194,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4195,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4196,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4197,Jaundice,itching, vomiting, fatigue, weight_loss
4198,Malaria, chills, vomiting, high_fever, sweating
4199,Chicken pox,itching, skin_rash, fatigue, lethargy
4200,Dengue, skin_rash, chills, joint_pain, vomiting
4201,Typhoid, chills, vomiting, fatigue, high_fever
4202,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4203,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4204,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4205,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4206,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4207,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4208,Tuberculosis, chills, vomiting, fatigue, weight_loss
4209,Common Cold, continuous_sneezing, chills, fatigue, cough
4210,Pneumonia, chills, fatigue, cough, high_fever
4211,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4212,Heart attack, vomiting, breathlessness, sweating, chest_pain
4213,Varicose veins, fatigue, cramps, bruising, obesity
4214,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4215,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4216,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4217,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4218,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4219,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4220,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4221,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4222,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4223,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4224,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4225,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4226,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4227,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4228,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4229,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4230,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4231,Diabetes , fatigue, weight_loss, restlessness, lethargy
4232,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4233,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4234,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4235,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4236,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4237,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4238,Jaundice,itching, vomiting, fatigue, weight_loss
4239,Malaria, chills, vomiting, high_fever, sweating
4240,Chicken pox,itching, skin_rash, fatigue, lethargy
4241,Dengue, skin_rash, chills, joint_pain, vomiting
4242,Typhoid, chills, vomiting, fatigue, high_fever
4243,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4244,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4245,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4246,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4247,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4248,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4249,Tuberculosis, chills, vomiting, fatigue, weight_loss
4250,Common Cold, continuous_sneezing, chills, fatigue, cough
4251,Pneumonia, chills, fatigue, cough, high_fever
4252,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4253,Heart attack, vomiting, breathlessness, sweating, chest_pain
4254,Varicose veins, fatigue, cramps, bruising, obesity
4255,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4256,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4257,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4258,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4259,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4260,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4261,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4262,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4263,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4264,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4265,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4266,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4267,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4268,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4269,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4270,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4271,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4272,Diabetes , fatigue, weight_loss, restlessness, lethargy
4273,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4274,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4275,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4276,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4277,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4278,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4279,Jaundice,itching, vomiting, fatigue, weight_loss
4280,Malaria, chills, vomiting, high_fever, sweating
4281,Chicken pox,itching, skin_rash, fatigue, lethargy
4282,Dengue, skin_rash, chills, joint_pain, vomiting
4283,Typhoid, chills, vomiting, fatigue, high_fever
4284,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4285,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4286,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4287,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4288,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4289,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4290,Tuberculosis, chills, vomiting, fatigue, weight_loss
4291,Common Cold, continuous_sneezing, chills, fatigue, cough
4292,Pneumonia, chills, fatigue, cough, high_fever
4293,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4294,Heart attack, vomiting, breathlessness, sweating, chest_pain
4295,Varicose veins, fatigue, cramps, bruising, obesity
4296,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4297,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4298,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4299,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4300,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4301,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4302,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4303,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4304,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4305,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4306,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4307,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4308,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4309,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4310,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4311,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4312,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4313,Diabetes , fatigue, weight_loss, restlessness, lethargy
4314,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4315,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4316,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4317,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4318,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4319,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4320,Jaundice,itching, vomiting, fatigue, weight_loss
4321,Malaria, chills, vomiting, high_fever, sweating
4322,Chicken pox,itching, skin_rash, fatigue, lethargy
4323,Dengue, skin_rash, chills, joint_pain, vomiting
4324,Typhoid, chills, vomiting, fatigue, high_fever
4325,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4326,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4327,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4328,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4329,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4330,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4331,Tuberculosis, chills, vomiting, fatigue, weight_loss
4332,Common Cold, continuous_sneezing, chills, fatigue, cough
4333,Pneumonia, chills, fatigue, cough, high_fever
4334,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4335,Heart attack, vomiting, breathlessness, sweating, chest_pain
4336,Varicose veins, fatigue, cramps, bruising, obesity
4337,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4338,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4339,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4340,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4341,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4342,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4343,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4344,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4345,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4346,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4347,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4348,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4349,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4350,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4351,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4352,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4353,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4354,Diabetes , fatigue, weight_loss, restlessness, lethargy
4355,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4356,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4357,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4358,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4359,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4360,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4361,Jaundice,itching, vomiting, fatigue, weight_loss
4362,Malaria, chills, vomiting, high_fever, sweating
4363,Chicken pox,itching, skin_rash, fatigue, lethargy
4364,Dengue, skin_rash, chills, joint_pain, vomiting
4365,Typhoid, chills, vomiting, fatigue, high_fever
4366,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4367,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4368,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4369,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4370,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4371,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4372,Tuberculosis, chills, vomiting, fatigue, weight_loss
4373,Common Cold, continuous_sneezing, chills, fatigue, cough
4374,Pneumonia, chills, fatigue, cough, high_fever
4375,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4376,Heart attack, vomiting, breathlessness, sweating, chest_pain
4377,Varicose veins, fatigue, cramps, bruising, obesity
4378,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4379,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4380,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4381,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4382,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4383,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4384,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4385,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4386,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4387,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4388,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4389,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4390,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4391,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4392,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4393,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4394,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4395,Diabetes , fatigue, weight_loss, restlessness, lethargy
4396,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4397,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4398,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4399,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4400,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4401,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4402,Jaundice,itching, vomiting, fatigue, weight_loss
4403,Malaria, chills, vomiting, high_fever, sweating
4404,Chicken pox,itching, skin_rash, fatigue, lethargy
4405,Dengue, skin_rash, chills, joint_pain, vomiting
4406,Typhoid, chills, vomiting, fatigue, high_fever
